epoch,loss,accuracy,val_loss,val_accuracy
1,2.1620848178863525,0.23057644069194794,2.0913925170898438,0.4300000071525574
2,1.9827836751937866,0.45989975333213806,1.7849334478378296,0.6100000143051147
3,1.556888222694397,0.6050000190734863,1.2752442359924316,0.7099999785423279
4,1.0438014268875122,0.7092731595039368,0.8689477443695068,0.7149999737739563
5,0.756895899772644,0.7656641602516174,0.7129048109054565,0.7699999809265137
6,0.6345177292823792,0.7844611406326294,0.513141930103302,0.8399999737739563
7,0.48635348677635193,0.8550000190734863,0.4309764802455902,0.8799999952316284
8,0.41502368450164795,0.8634085059165955,0.41797274351119995,0.8650000095367432
9,0.35204485058784485,0.8909774422645569,0.341795951128006,0.8799999952316284
10,0.2981921434402466,0.908521294593811,0.2927314043045044,0.9150000214576721
11,0.24075397849082947,0.9210526347160339,0.3108420670032501,0.9150000214576721
12,0.23744480311870575,0.9248120188713074,0.3791310787200928,0.875
13,0.21105563640594482,0.9260651469230652,0.2010870724916458,0.9549999833106995
14,0.17817775905132294,0.9398496150970459,0.26562413573265076,0.925000011920929
15,0.1750006079673767,0.9385964870452881,0.3053981065750122,0.8999999761581421
16,0.16845709085464478,0.9424999952316284,0.29059338569641113,0.9100000262260437
17,0.13980822265148163,0.9573934674263,0.28346580266952515,0.9049999713897705
18,0.1537996381521225,0.9461153149604797,0.2937391400337219,0.9049999713897705
19,0.1265682578086853,0.9523809552192688,0.23810993134975433,0.9350000023841858
20,0.10367701202630997,0.9674185514450073,0.3018341362476349,0.9200000166893005
21,0.11349351704120636,0.9624999761581421,0.22005687654018402,0.9399999976158142
22,0.0851147472858429,0.9774436354637146,0.21875236928462982,0.9449999928474426
23,0.08337168395519257,0.9762499928474426,0.2194288820028305,0.9599999785423279
24,0.07384709268808365,0.969924807548523,0.214627206325531,0.9300000071525574
25,0.06601030379533768,0.9824561476707458,0.2765924334526062,0.9300000071525574
26,0.061336033046245575,0.9837092757225037,0.3081202805042267,0.9300000071525574
27,0.04823048785328865,0.9874686598777771,0.2601405382156372,0.9399999976158142
28,0.036662328988313675,0.9925000071525574,0.21446877717971802,0.9449999928474426
29,0.05125480890274048,0.9862155318260193,0.2298881858587265,0.949999988079071
30,0.046159569174051285,0.9837092757225037,0.30168065428733826,0.925000011920929
31,0.04104636237025261,0.9887217879295349,0.20770271122455597,0.949999988079071
32,0.02068670094013214,0.9975000023841858,0.17308273911476135,0.9549999833106995
33,0.02653643488883972,0.9937343597412109,0.21055196225643158,0.949999988079071
34,0.03107701987028122,0.9962406158447266,0.32845228910446167,0.9449999928474426
35,0.031068047508597374,0.9899749159812927,0.30910614132881165,0.9399999976158142
36,0.0229888167232275,0.9937343597412109,0.29186034202575684,0.9300000071525574
37,0.025602128356695175,0.9937343597412109,0.12117695808410645,0.9700000286102295
38,0.015393698588013649,1.0,0.23475326597690582,0.949999988079071
39,0.016008643433451653,1.0,0.3209972083568573,0.9399999976158142
40,0.01795192062854767,0.9987468719482422,0.29484573006629944,0.9449999928474426
41,0.01583215594291687,0.9974937438964844,0.28809085488319397,0.949999988079071
42,0.01843630149960518,0.9962406158447266,0.24907037615776062,0.9399999976158142
43,0.0350557416677475,0.9912280440330505,0.3567636013031006,0.9350000023841858
44,0.01475722435861826,0.9974937438964844,0.30058184266090393,0.9449999928474426
45,0.013511321507394314,0.9974937438964844,0.30778953433036804,0.9300000071525574
46,0.014351953752338886,0.9962406158447266,0.3164287805557251,0.9350000023841858
47,0.01800353266298771,0.9949874877929688,0.3403971791267395,0.9300000071525574
48,0.010548355989158154,1.0,0.2220245599746704,0.9449999928474426
49,0.008193776942789555,1.0,0.31117042899131775,0.9399999976158142
50,0.00710904598236084,1.0,0.2375458925962448,0.949999988079071
