epoch,loss,accuracy,val_loss,val_accuracy
1,1.9387015104293823,0.2377232164144516,1.5488181114196777,0.375
2,1.4362553358078003,0.4051339328289032,1.078273057937622,0.625
3,1.0991545915603638,0.5279017686843872,0.7978399395942688,0.7083333134651184
4,0.9017359614372253,0.6183035969734192,0.6565248966217041,0.7083333134651184
5,0.7552213668823242,0.6897321343421936,0.5700273513793945,0.8333333134651184
6,0.5812031626701355,0.7354910969734192,0.4647692143917084,0.8333333134651184
7,0.5228272676467896,0.7667410969734192,0.4583977460861206,0.7916666865348816
8,0.4314839839935303,0.7991071343421936,0.39638078212738037,0.875
9,0.5113512277603149,0.7723214030265808,0.3036027252674103,0.875
10,0.35470470786094666,0.8337053656578064,0.26489314436912537,0.875
11,0.3723887503147125,0.8214285969734192,0.31664013862609863,0.8333333134651184
12,0.30869826674461365,0.8325892686843872,0.3596569299697876,0.8333333134651184
13,0.32025986909866333,0.8348214030265808,0.4060010612010956,0.8333333134651184
14,0.3840348422527313,0.8191964030265808,0.254117876291275,0.8333333134651184
15,0.2724122405052185,0.8549107313156128,0.21632154285907745,0.875
16,0.3648558259010315,0.8404017686843872,0.32109925150871277,0.7916666865348816
17,0.28750869631767273,0.8560267686843872,0.19344036281108856,0.8333333134651184
18,0.2713800072669983,0.8571428656578064,0.34455132484436035,0.8333333134651184
19,0.27547547221183777,0.8604910969734192,0.19247335195541382,0.875
20,0.31927990913391113,0.859375,0.3910292685031891,0.8333333134651184
21,0.2568885385990143,0.8694196343421936,0.2721972167491913,0.8333333134651184
22,0.2548397481441498,0.875,0.19215665757656097,0.875
23,0.2261178344488144,0.8895089030265808,0.18653444945812225,0.9166666865348816
24,0.22360898554325104,0.8950892686843872,0.3000374138355255,0.8333333134651184
25,0.24619273841381073,0.8872767686843872,0.16975902020931244,0.9166666865348816
26,0.18567678332328796,0.9084821343421936,0.3234539031982422,0.8333333134651184
27,0.24927592277526855,0.9017857313156128,0.2578414976596832,0.875
28,0.26423949003219604,0.8984375,0.2748728096485138,0.8333333134651184
29,0.19628283381462097,0.9207589030265808,0.14103297889232635,0.9166666865348816
30,0.169871523976326,0.9285714030265808,0.13257206976413727,0.9583333134651184
31,0.1780422180891037,0.9330357313156128,0.1849660724401474,0.9166666865348816
32,0.1559307724237442,0.9296875,0.22192926704883575,0.9166666865348816
33,0.18399985134601593,0.9162946343421936,0.2980346977710724,0.9583333134651184
34,0.2196892350912094,0.9185267686843872,0.1060653030872345,0.9583333134651184
35,0.15428224205970764,0.9464285969734192,0.21981920301914215,0.9166666865348816
36,0.1383381187915802,0.9464285969734192,0.19417117536067963,0.9583333134651184
37,0.11640534549951553,0.9564732313156128,0.23200000822544098,0.9583333134651184
38,0.12568916380405426,0.9520089030265808,0.3869556486606598,0.9583333134651184
39,0.14863939583301544,0.9464285969734192,0.13006941974163055,0.9583333134651184
40,0.14721529185771942,0.9430803656578064,0.2732543349266052,0.9583333134651184
41,0.14155766367912292,0.9475446343421936,0.05179830268025398,1.0
42,0.1255045384168625,0.9575892686843872,0.13358183205127716,0.875
43,0.16696928441524506,0.9241071343421936,0.21598394215106964,0.9166666865348816
44,0.28632214665412903,0.9051339030265808,0.2094677835702896,0.9583333134651184
45,0.19649633765220642,0.9207589030265808,0.0919068232178688,1.0
46,0.11491785943508148,0.953125,0.20275090634822845,0.9583333134651184
47,0.10625923424959183,0.9553571343421936,0.20027929544448853,0.875
48,0.08977954834699631,0.9575892686843872,0.0264196265488863,1.0
49,0.21737857162952423,0.9341517686843872,0.16456153988838196,0.9583333134651184
50,0.1303962618112564,0.9542410969734192,0.19224052131175995,0.9583333134651184
51,0.09686733037233353,0.9665178656578064,0.031751587986946106,1.0
52,0.0994257852435112,0.9564732313156128,0.035839032381772995,1.0
53,0.08820434659719467,0.96875,0.1055430993437767,0.9583333134651184
54,0.10460442304611206,0.9575892686843872,0.11489482969045639,0.9583333134651184
55,0.09737293422222137,0.96875,0.03661486506462097,0.9583333134651184
56,0.18271909654140472,0.9508928656578064,0.34071671962738037,0.875
57,0.107487253844738,0.9587053656578064,0.023013947531580925,1.0
58,0.13010339438915253,0.9575892686843872,0.23795829713344574,0.875
59,0.1034683808684349,0.9575892686843872,0.06266819685697556,0.9583333134651184
60,0.08621502667665482,0.9676339030265808,0.11642009019851685,0.9583333134651184
